college_id,college_name,review_text,rating,source_year,source,review_id
36,National Institute of Technology - [NITP],"Getting a course in Electrical engineering was a case of going into both public and government sectors. We can go in the IT sector or in higher education and in government jobs like IES and IAS also.
In NIT there are a lot of faculty members respective of their department. The ratio might be 1:5.
Most of the teachers have done Ph.D. from well-recognized institutes like IIT and NITs. The teaching method is quite good. It is good for understanding levels or for semester exams but not for exams like Gate and IES.
Exams are held very timely with no delay in it . Even if the syllabus is not completed exam will be held. The difficulty level of exams increases here as there is very less chance of cheating in exams and if anyone is caught then they got a backlog in that subject because of the discipline committee (DISCO). Exams questions are all related to the topic only that the teacher taught but sometimes they make questions hard.The annual fest which is conducted here is CORONA/MELANGE and is organized in March.
Tech fest - Eccentric and is conducted in November.
 All the books and journals are available in the library which is useful for engineering students.
 The classroom is also well maintained with AC and a big board with a smart projector( not so working).
For the extracurricular activities, we have a building name SAC Building where many games like table tennis, etc are there.  There is also a GYM for both boys and girls separate.
Many clubs are there dealing with different activities
One social club name is SANKALP which teaches students from slums and places where parents can't afford to make them study.",3.6,2021,kaggle,121
84,Vellore Institute of Technology - [VIT],"We have Vibrance and Technovit as major fests and remaining there are events every week. Vibrance is an annual fest, Technovit is the tech fest, the classrooms are smart and the teachers are very helpful to us. We can play whenever we want and boost our mental health. The library is huge with good stocks of books.I have a special interest in communication engineering and want to become a communication engineer in the future. The teaching here is excellent and we can understand it easily. The faculties are always available for students, they are helpful. Exams are a bit difficult to pass.",4.15,2021,kaggle,122
36,National Institute of Technology - [NITP],"I chose CSE because I am quite interested in computers and all its related stuff. I love learning about new technologies and all. 
Talking about the faculty-student ratio, so, there are 230 students in my batch, and, there are around 50 faculty in the CSE department. So, on average, I can say the faculty: the student ratio is 1:4 or 1:5.
Faculty are highly qualified and well-experienced. Most of the faculty have over 10 years of experience, all are professionals in their respective fields of interest. To be honest, they teach brilliantly, always try to make us understand the concept, and you can ask for doubts, whenever, like, you can go to their cabin in your free time. They are always ready to help the students regarding their doubts. 
There are two term exams, one is the Mid-sem exam, which is generally in 2nd or 3rd month of the semester, and, the other is an end-sem exam. Exams are on an average level, anyone who is regular to the class, and focuses on their studies, can easily pass the exam.The fee structure is quite affordable for the upper middle class. Because, for odd semesters, the tuition fee is 67600 rs, and for even semesters, it's 67000 rs. It has been two years, I have not seen any fee hike, and, I have researched while taking admission, so, I got to know that, it is following this fee structure for the past 3-4 years.
For financial assistance, there is a criterion based on family income, like, for those below 1 lakh family income, free tuition fee, for 1 to 5 lakhs family income, you have to pay 1/3rd of the tuition fee, and, for those above 5 lakhs, you have pay full tuition fee.
There is no scholarship on campus. You can apply for state or central-level scholarships and you can also apply for education loans from the bank. 
There are many job opportunities on campus, with a very good stipend. Many companies visit the campus, like, Wipro, Accenture, Deloitte, Atlassian, Paytm, etc.",3.75,2021,kaggle,123
84,Vellore Institute of Technology - [VIT],The course curriculum is very good that's why I choose this course. We can select faculties and timetables as we wish. We have to select minimum credits for each semester. The teachers are really good and helpful. we have to Maintain good attendance.Life at the Chennai campus is good there will be an annually vibrance fest for up to 3 days celebrities will visit our college it will be very joyful. Books are available in the library. There are so many sports present in vit,4.35,2021,kaggle,124
16,IIT Tirupati - Indian Institute of Technology - [IITTP],"We have an annual tech fest called TIRUTSAVA. And campus nightlife will be so good according to me. We have AC classrooms and an AC library, there are many books and Journals available in the library. We have a sports complex and many clubs also for dance, singing, etc.We have to pay 1 lakh approx. per semester as tuition fee and 40k approx. per semester as a hostel and mess fee. Total 3 lakhs approx. per year. And there will be a reduction in tuition fees based on family income and caste. Merit-based scholarships are also there.",3.5,2021,kaggle,130
105,Delhi Technological University - [DTU],"about life at campus DTU is one of the best college form other colleges in delhi NCR, their TECh fact, an annual Fest called Engifect is one the North's Biggest fest in delhi and the artist they line -up are divine, amid Trivedi, Sunidhi Chauhan, king etc.
and the library is the best place for growing in personal space and also boring because the library is a library, and journals and newspapers and books academics are always available+ before starting sem but after students are taking booksrapidly to study. and this college you can participate in so many societies which you love e.g.- dance, drama, music, acting, natak, photography, entrepreneurs, robot, drone, and many more.from 7th sem you can eligible to seat in placements, placement at this college is very good among others in delhi except for IIT-D, the average package of college is 15lpa, there are many big giants companies come to give placements, like Google, amazon, Flipkart, apple many more.
you can pursue PhD, or a master's in this after graduation from the same college or others also.",4.4,2021,kaggle,149
105,Delhi Technological University - [DTU],"The campus life at dtu is awesome and beautiful campus there is a very big sports complex there is cricket and football ground badminton, basketball, volleyball and tennis courts and there is also a very big indoor hall every year there are arena matches for different sports. in college, every month there is a fest engi fest is the biggest fest in that fest college is off for one weak 
Tarangana fest and Homecoming are the main fests. there are many societies. and DTU library is so huge and there is every kind of book related to engineeringI opt this course because nowadays Everything is going online so this field has more chances to get placements easily and the course is easier when we compare this to other courses. the faculty members are very good and supportive if anyone has any problem then they can talk to the teachers and they are highly qualified their teaching experience. exam held two times in a semester mid-term and end-term getting passing marks is not  a big deal students can get easily passing marks",3.85,2021,kaggle,164
102,Veermata Jijabai Technological Institute - [VJTI],"Many An internship is a professional learning experience that offers meaningful, practical work related to a student's field of study or career interest. An internship gives a student the opportunity for career exploration and development, and to learn new skills.The teaching style is best in that college .all teachers are humble and our seniors always trying to help us. The attachment to the garden with the library and with the class is amazing. All by others it is the best college that I have ever seen.",4.15,2021,kaggle,171
83,Vellore Institute of Technology - [VIT University],"They run an interesting event called Riviera which is one of the favourite events for all of us, that happened in recent times. the library is always available for books we can grab 4 or 5 books at a time, then submit and again take books using an identity card. Classrooms are neatly maintained by workers and students, faculty. We can access and play any sports during leisure time after classes and there are many sports clubs for the special interest of the students.It is quite good and it makes the students concentrate on the subject. I have chosen this course because I found it interesting. the faculty also are talented and their skills can be seen. They make a presentation to teach us every topic they teach and then share it with us which makes us qualify for the term exams. They conduct 2 terms and 1 sem exam that makes us always engage in studying",4.1,2021,kaggle,173
119,Galgotias University - [GU],"I choose this course because I have an interest in the CS field and I want to know more about this particular field.
The faculty-student ratio is good enough, there are good numbers of faculty who are highly qualified. And there are 70 strengths per class and the faculty are well qualified and provide a lot to the students. 
Most of the faculty are having Ph.D. in their particular subject. And the teaching methods are also sorted and good enough to learn a lot. There are lab classes also held and also classes for technical training.
Exams conducted per semester are 3.
CAT-1 and ETE (Both CAT exams are mid-term exams of 30 marks and the ETE is 100 marks ). Also, there is some internals like PPT presentation lab exams and others.The college is well known for its fest and events. Some big events are Freshers and Unifest.
In all the best our college calls the big celebrity to perform like 'Hardy sandu', 'Raftar'.
Also, so many actors from Bollywood came here for their movie promotion - Ranbir Kapoor, Akshay Kumar,  Jhanvi Kapoor,  Rajkumar Rao, and soo many others.
Sports and extra co-curriculum are contained opportunities for one to show up their talent and to elaborate themselves.
You can check the Instagram page - 'Galgotiasuniversity', and 'Galgotiasuniversitystudentcouncil' page to know more.",4.0,2021,kaggle,201
83,Vellore Institute of Technology - [VIT University],There would be fewer scholarships coming to the college. Most of the scholarship holder schemes are out of the college. but the opportunity for internships and jobs are very high but the demand for the job is also high as there is a large number of people in the college.We can choose the faculty we want for every semester and the slot in the timetable we need. It was the most convenient thing I got in vit which is not in the case of other colleges. The subjects are the same in almost all colleges.,3.65,2021,kaggle,220
94,Chitkara University,"Campus life is well and good except for going out for outings. There are many clubs that you can join like CSI, IEEE, and many more. More than 10-12 clubs are here. The infrastructure is well and nice clean big buildings with life and 2 way stare with an amazing light view at night, big corridors big AC classrooms with projector and router in every single classroom.Loan/ Scholarship Provisions: The fee structure is 660000 Exclude hostels and hostels fees are around 33000 per semester including WIFI, Landry, and 4-time mess food. In this year 2022, it's a little delay from the university for placement purposes.",3.15,2021,kaggle,226
97,Lovely Professional University - [LPU],We should not pay fees at one time the college policy is that we can pay in half in the exam and half in complete of the session.  And after completing degree the they visit in college and offer you a job in the company.I like this college and course because in this collage the faculty are very best and a nice connection with student faculty has gain higher education and to teach in this collage. Term exam was also systematically.,4.15,2021,kaggle,230
119,Galgotias University - [GU],"Facilities are nice and most of them are highly qualified for this job but even then technical practices are not so useful because of the pressure all the Facilities and students are facing through the board members. Some of the facilities are good at teaching but some of them are frustrated because of board members so that's why students face some problems. Exams are easy but even then you can face some unnecessary backlog because of ems glitches and that's an issue that can not be resolved easily, my friends have faced these problems so I do know about this and now they have filled the backlog forms, and paid unnecessary backlog fee in which should not get backs.The fee structure is high and about any hike policy they are not hiking their course fee amount but some internal amount about which outsiders don't know which his they hike the backlog and deduct fees without any policy like recently they are charging for one backlog 2300 but before that, they were charging 500. My annual fee is 159000, and there are scholarships based on merit and family income.",3.15,2021,kaggle,241
105,Delhi Technological University - [DTU],"I choose Computer engineering because I was quite interested in coding and tech-like things.
there are around 64 phd scholars and around 30 faculty members including assistant professors and professors in the computer engineering department, while there are around 400 students in the computer department.
professors are highly educated, some of them are from top IITs and some of them have done their education in foreign top universities and they are also good in practical knowledge as they publish research papers also.
there are two types of exams mid-term and end-term. subjects with labs are having mid-term of 20 marks and others with 25 marks and end term of labs are 40 marks and others are 50 marks. there is almost 2 months gap between the mid-term and the end-term. if anybody wants to pass he needs to attend classes and study to be eligible for tests because 75 % attendance is mandatory.There are many fests and the annual fest is Engifest which is organised in February month every year. there are so many fests like yuvaan, tech fest, innova, sports fest etc. there is almost every book related to the course in the library and books also related to UPSC are also available.
classes are fully air-conditioned and there is wifi and projector available in every class.
almost every sports pitch/ground is available like cricket, football, badminton, table tennis, basketball, lawn tennis,  volleyball, running track and chess etc. there is a website for students for exam preparation that is www.fresources.tech",4.25,2021,kaggle,243
51,Dr BR Ambedkar National Institute of Technology - [NIT],"The college typically invites companies from different sectors to offer internships to its students. Some common companies that may offer internships at NIT Jalandhar include:
Tata Motors, Larsen & Toubro (L&T),  DRDO (Defence Research and Development Organization), Microsoft, Google, Amazon, and Indian Oil Corporation Limited (IOCL).Techriti, Bharat Bhawan, Utkarsh.  Utkarsh: Utkarsh is the annual cultural fest of NIT Jalandhar. It usually takes place in the month of February. TechNITi: TechNITi is the annual technical festival organized by NIT Jalandhar. It typically occurs in the month of March.",3.15,2021,kaggle,244
105,Delhi Technological University - [DTU],"The curriculum is still based on the old method which was 20 years before, but the faculties are very supportive and really clear our doubts.
the faculty to student ratio is quite balanced. in my first year, we had a ratio of 1:20 . But this decreased in our second year. here the faculty is highly qualified. professors have done their doctorate from the IITs and foreign universities. our exams are held in a time period of 2-3 months. difficulty level to pass the exams is quite good. at least 10-20 students got backs every semester in at least 2-3 subjects.the campus life here is very cool and chill. we have different societies and clubs to get into. our college hosts one of the biggest fests of northern India 'engifest'. others fests are yuvaan(film and literary fest) , teckriti(tech fest). our college also provides a lot of sports facilities. 
classrooms are fully ac and have all necessary requirements. NSS, and retract are some of the social groups which are run by our college.",2.9,2021,kaggle,245
89,Amrita Vishwa Vidyapeetham,"placement is the best thing in Amrita for cse branch, it's 100%placement. They give us separate training to attend placements. Students can attend placements from 3rd year onwards. Many top companies like Microsoft, Google, and Amazon come for recruitment.The internship opportunities are very high. Various MNCs come to our college.
We can contact any teacher to do a project with them, which helps students to get a job easily.
The minimum guarantee package is 4lpa by mass recruiters like tata, cisco, etc.",3.65,2021,kaggle,255
89,Amrita Vishwa Vidyapeetham,"From the 4th semester students are eligible for campus placements and all the huge companies definitely visit this college, last year the highest package is 50 Lakhs per annum which is quite high. In cse department, there is almost 100% of placement took place.I'm not actually placed yet, but I have seen my seniors getting placed in intel, zoro tata, etc. They would have finished the project by 6th sem and placed on 10 lakhs per annum on average. Skills spoke as collage only provided the opportunity.",4.05,2021,kaggle,256
83,Vellore Institute of Technology - [VIT University],"the annual fest is Riviera and the tech fest is Gravitas. gravitas is the annual cultural fest with a footfall of 20k students from across the south. Celebrities are invited to perform and facilitate the event. gravitas is during winter and Riviera is during Feb March window
one of the best libraries with N number of books to borrow, it is available for everyone.
sports facilities are available for both boys and girls on either side of the campus which include a swimming gym etc.there are a sufficient amount of proficient faculties in our discipline and they are really good at teaching aspects.  Students to teacher ratios are far better than any and are fair. The faculties are well qualified and they teach us more than just subjects, they also regularly entertain us to do projects under them.",4.15,2021,kaggle,263
83,Vellore Institute of Technology - [VIT University],"VIT has a dedicated placement cell or career development center that assists students in securing placements and internships. These offices often collaborate with a wide range of companies across different industries to provide internship opportunities.The course curriculum at VIT is designed to provide students with a comprehensive understanding of their chosen field of study. The curriculum typically includes a combination of theoretical knowledge, practical application, and hands-on experiences.",4.6,2021,kaggle,265
83,Vellore Institute of Technology - [VIT University],"This is one of the best campuses out there. There is an annual fest called Riviera and a tech fest called Gravitas. We have Periyar library in which all the books are available. Each classroom has a smart board and labs with air conditioners. There is scope for all sports and there are gymnasiums with ac. There are many clubs and chapters in the university.The placements are excellents here.From the 7th semester the students are eligible for campus placements.There are many companies that visited VIT. For eg Microsoft, google, amazon and indian companies like Wipro, Zoho, etc. The average package offered by vit is 8 lakhks per annum. The placement percentage of students is from 70 to 80 percent.",4.15,2021,kaggle,268
83,Vellore Institute of Technology - [VIT University],"I have been always passionate about Computers, so I opted for this course. A normal class has 50-60 students per class. So this is the faculty-student ratio. Almost all the faculty have completed their Ph.D. There are 2 internals and one end-semester exam and they are pretty competitive.The annual cultural fest is Riviera, it is one of the best cultural fests in India. It has a footfall of about 30k per year. The technical fest is Gravitas which also happens on a very large scale. The classrooms are pretty well furnished and the labs are Air conditioned.",4.1,2021,kaggle,269
83,Vellore Institute of Technology - [VIT University],The fee structure is pretty straightforward. There are five fee categories. Category 1- 100000 category 2- 20000 category 3-400000 category 4- 450000 and Category 5-500000. There are scholarships available for students whose rank is very high in the entrance exam.I chose computer science with a specialization in information security because I was interested in cybersecurity. Faculty-student ratio is pretty decent and all the faculties have a Doctor of Philosophy in their respective domains.,4.75,2021,kaggle,270
83,Vellore Institute of Technology - [VIT University],"VIT is known for its industry-oriented and up-to-date course curriculum. The curriculum is designed to provide students with a strong theoretical foundation along with practical skills and industry exposure.
VIT Vellore has a diverse experienced faculty comprising professors, associate professors, and industry experts. The faulty members are usually well qualified with relevant educational backgrounds and expertise in their respective fields.The fee structure of VIT can vary depending on the course, program, and academic year.
VIT typically has a comprehensive fee structure that includes tuition fees, examination fees, library fees, and hostel fees(if applicable).
Scholarship and financial assistance in there,  VIT provides various scholarships and financial assistance programs to deserving and eligible students.",4.5,2021,kaggle,271
51,Dr BR Ambedkar National Institute of Technology - [NIT],There are 2 fests in the college our cultural fest is Utkansh and the technical fest is TechNITi both are very large scale with very large budgets you enjoy them a lot in the fests.  Classrooms have smartboards black ards and ac and heaters Sports arrangements are awesome at Nit j all sports are present and many competitions are organised Lots of clubs related to coding robotics etc Are present in the collegeI found interest in chemistry in class 12 so I took chemical engineering as I found it my passion and want to pursue it.  The faculty-student ratio is nearly 1:20 which is good teachers are very helpful.  All teachers are phd from iits in the respected area of the subject.  We have a mid sem exams and one end-term exam which is easy to pass if you study regularly and well,3.85,2021,kaggle,301
105,Delhi Technological University - [DTU],"I was inclined towards taking Electrical Engineering or ECE so when I got EE, I took it. Faculties when including the PhDs and full-time faculty, the ratio is good enough for 20:1. 
The majority of the faculty is very qualified, coming from reputed colleges so it does makes a difference in class if you listen carefully.
Term exams are rather manageable in the first year but since 2nd year it depends on the branch. It's difficult for EE.Campus placements can start from the end of 3rd year. You can also get ppo after your internship.
Placements are pretty good, I mean obv top branches help. 
For the 2021 data, we had over 300 companies, 2400 plus offers, avg was 17lac and the highest package was 1.8crore. 
The placement percentage was ig something above 90.
I plan on getting some core electrical placements.",3.9,2021,kaggle,304
119,Galgotias University - [GU],"In mid-May, they conducted an annual fest that is Unifest in which many celebrities came. The library is large enough and we can take any books for at least 23 days. Books are always available. Some of the books are old edition books. They are installing ACs in every class but now there are no ACs. There are comfortable chairs and desks. There are various sports grounds and accessories that students can avail themselves like football taekwondo etc Galotians student council and Galgotian are the Instagram handle that is run by the students.I was interested in this course and I took computer science in my 12th class also. There are enough teachers and the faculty-student ratio is around 1:60. I think it is the average ratio that all the colleges have. Many of the faculties are double docterate and many of them are passed from iits and nits. Some of the teachers are well enough and helping. it could be better if there are 5-month semester classes and if the student has the basic knowledge about the subject and practice they can pass.",3.0,2021,kaggle,312
106,Netaji Subhas University of Technology - [NSUT],"I chose this course because in my mind there was nothing other than engineering from the past few years, people in my family were doing it so did I.
there are enough faculties in every department in the university. every department has an attendee for each student and they listen to the students.
The professors are very qualified, almost all of them have their masters degrees from prestigious colleges from all over the world. 
There are 4 examinations in every semester of this course, CT-1, CT-2, Mid seems, and End seems followed by practicals. the difficulty level is purely based on the number of resources you've studied from.The annual cultural fest of NSUT is called the MOKSHA and the tech fest is called INNOVATION. Usually, MOKSHA is conducted in the month of March, and INNOVISSION is conducted in the month of October. 
The main library of NSUT is the biggest of some of the engineering colleges in India and offers a large variety of academics as well as SIG books.
Fans, ACs, Smart classes.
Almost all types of sports are available on campus and if you feel like you can start a new sport facility, you can create a new group of students interested in the particular sport and then it can be run.",3.9,2021,kaggle,327
105,Delhi Technological University - [DTU],"The fest season starts from mid to late January and goes on till April. There are several societies that conduct their fests and events. But the biggest is Engifest which is the main fest of the university.  Many books and journals are available in the library.I chose this course since it is the easiest Bachelor of Technology Course at Delhi Technological University. The faculty-student ratio is good. We have a batch of 60-70 students, with 5 faculties for all 5 papers. The faculties are highly qualified.",3.65,2021,kaggle,337
51,Dr BR Ambedkar National Institute of Technology - [NIT],"On-campus celebrations of Janmashtami, Navratri Dandiya Night, Kaipoche, Technit (3 days in February), and Utkansh (likely in March) are also held. Numerous clubs exist as well, among them Cerimnlze Dance Club. Nightclub SI humour club Bower Club Kalakar literary collective TCA Club, the festival's organisers, for bhangra club social Rajbhasha Prayas a number of technology, non-technology, and culture clubs, etc. All sports, including basketball, chess, badminton, table tennis, and the largest library and study area, are also available. Hightak Jim also employs cutting-edge modern equipment.Students in their third and fourth years are eligible for campus placement, and students in their second, third, and fourth years are eligible for internship placement. Every year, many of the major firms visit Manly, including Google, Microsoft Paytm, Phoney, Jio Reliance, Flipkart, Amazon, OLX, Tesco, and Bharat Petroleum. Every year, over 90% of students find employment; this year, the top placement was 1,250,000; the average placement ranges from 13,500,000 to 15,000,000; and the lowest placement is 7,500,000. After I graduate, I want to work for an MNC.",4.35,2021,kaggle,351
51,Dr BR Ambedkar National Institute of Technology - [NIT],"May festivals are held on campus, including Janmashtami, Navratri Dandiya Night, Kaipoche, Technit (3 days in February), and Utkansh (probably in March). There are also numerous clubs, including Cerimnlze Dance Club. SI nightclub Comedy club Bhawre Club Kalakar literature group Festival organizers TCA club for bhangra club Rajbhasha (Social clubs) Prayas Several tech, non-tech, and culture clubs, etc. The largest library and study room, as well as all sports including basketball, cricket match club, badminton, table tennis, and chess, are also present. Hightak Jim is also using innovative contemporary instruments.Students in their third and fourth years are eligible for campus placement, and students in their second, third, and fourth years are eligible for internship placement. Every year, many of the major firms visit Manly, including Google, Microsoft Paytm, Phoney, Jio Reliance, Flipkart, Amazon, OLX, Tesco, and Bharat Petroleum. Every year, over 90% of students find employment; this year, the top placement was 1,250,000; the average placement ranges from 13,500,000 to 15,000,000; and the lowest placement is 7,500,000. After I graduate, I want to work for an MNC.",4.55,2021,kaggle,352
95,Amity University,I chose this course because I have a let bit of knowledge about this course and the staff member of the college are also very kind so that I have made this course very conform stable. the faculty and the student ratio is very good has been shown here is bee like that 1 teacher got 30 students. The teachers and professors are very good and highly educated with a very good and highly qualified degree and have the best teaching methods also.In 3rd year I remembered that the college is starting to provide placement and many of us are also getting the placement of 2 to 3 lakhs per year only one who is also very good in studies was not also very good at representative also. The minimum percentage of students getting placement is just 70 to 80 percent. I have remembered that the highest placement of our group is the highest in the college that year is 9 lakhs per year.,4.1,2021,kaggle,403
51,Dr BR Ambedkar National Institute of Technology - [NIT],"First year curriculum is same for all branches .Course involves a lot of mechanical subjects like strength of materails , theory of machines , design of machine elements as well as management subjects such supply chain management , manegerial statistics , entrepnuership etc.
The faculty to student ratio is almost 1:15 in our department and all of the faculty members hold PHD in their respective fields.All of them have their own teaching methods. Minor Exams happen 2 times a semester with one end semester examination which are moderately difficult to pass. The campus has some of the amzing events namely Utkansh(Cultural fest) in march, Techniti(Technial fest) in feburary and Bharat Dhawani(Foundation day) in october and some other Sports  events. Library is open from 9am-9pm on all working days . The classrooms are fully AC with projectors. Moreover there are a lot of social clubs such as criminalz and SI Crew (dance clubs) , LADC and Zeal (Debate clubs) , E-Cell , Robotics Club , Ecastasy club (fashion club) , Developers software club and coding clubs are also run by students.",3.5,2021,kaggle,450
7,IIT Guwahati - Indian Institute of Technology - [IITG],"Placement - students of IIT GUWAHATI from the 7th semester are eligible for this process and no other competition 
always big companies(like Microsoft, google, amazon etc.) come and recruit students in large numbers 
students can get packages upto - 2.5 crores outside India and upto 1 crore in India 
99% of students get places in CSE department 100% of students get placed with very good packages
after degree, I will get placed and will work for at most 5 yearsInternship for 5th-semester students of every department 
number of companies who came for internship are large 
big companies like Google, Uber, jp Morgan, Goldman sac and many companies like this came to college
some companies only allow students of some listed departments and others allow every student to sit for an internship 
this process goes in slots
minimum 2 projects are needed for the software development position
good cpi and nice resume",4.75,2021,kaggle,463
105,Delhi Technological University - [DTU],"Life Apart from exams is just very CHILL. North India's biggest fest engifest happens here only. there are so many fests and events in this college. Many sports events. The library is very big. Classrooms have ACs. Various societies are there to take part.Almost all the top companies one could think of like Amazon,  Microsoft, Apple, and Goldmann Sachs come for internships here. the stipend is quite good, like up to 1 lakh for some companies. roles offered are of sde , developer, etc.",4.4,2021,kaggle,471
136,REVA University,The moment you enter the college campus you will fall in love with it because of the greenery and the building. If you are a sports person there are unlimited opportunities for that too. Overall the campus is the greatest I've seen. All books are there in the college library.I choose this course because I was interested in computer engineering and this was the only affordable college I could join into. The faculty is great in the college with lots of experience. One term is completed in 4-5 months,4.15,2021,kaggle,482
